Category,GRN no,Customer/Vendor Code,VendorName,Address,LC No,Posting Date,Item No.,Item Description,Inventory UoM,Quantity,Price,Price USD,Total Amount
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40652,NEON ORANGE 805,Gal,35,64.9,64.9,"2,271.50"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40631,A-S SOLVENT FOR OILL,KG,691,2.67,2.67,"1,844.97"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40633,A-AC/T ( AC THINNER ),Ltr,680,3.38,3.38,"2,298.40"
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40626,RUBBER PAINT THINNER,KG,30,6.3,6.3,189
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40643,VIOLET RED 708,Gal,24,29.7,29.7,712.8
Chemical,2891,V000000007,ZHUHAI GUOLIN COATING CO.LTD.,"NO.19, Yongtian Road,Xiangzhou District,Zhuhai,Guangdong,China",209721020209,10/20/2021,40634,A-P/C (PHOSPHATING FOR COPPER),KG,75,2.77,2.77,207.75
Zipper,1036,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020054,5/30/2021,41579,"CZ#5 A/L, SHORT T/P REVERSE F.F",PCS,"196,800.00",0.02788,0.03,"5,486.78"
Zipper,1036,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020054,5/30/2021,41596,CZ#5 A/L  SLIDER T/P REVERSE (F.F),PCS,"500,000.00",0.026,0.03,"13,000.00"
Sewing Thread,1283,V000000192,S.R THREAD & ACCESSORIES,,,6/17/2021,52613,SEWING THREAD 150/D FILAMENT,KG,972,176.368004,2.07,"2,016.82"
Sewing Thread,1385,V000000192,S.R THREAD & ACCESSORIES,,,6/24/2021,52601,SEWING THREAD 50/2 RAW WHITE,KG,"4,000.00",264.552,3.11,"12,449.51"
Zipper,1636,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020116,7/14/2021,41604,CZ#3 INVISIBLE TOP WIRE(1.9 X 0.5mm),kg,25,18,18,450
Zipper,1636,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020116,7/14/2021,41581,"CZ#3 A/L,N/P INVISIBLE SLIDER ( M.F)",PCS,"300,000.00",0.0154,0.02,"4,620.00"
Zipper,1687,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020054,7/18/2021,41061,MZ #5 BOXPIN RIGHT INSERT (LHP) F.F,SET,960,0.0053,0.01,5.09
Zipper,1785,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209721020116,8/10/2021,41475,PZ#5 VIZLON TAPE IMPORT,KG,486.9,2.8,2.8,"1,363.32"
Sewing Thread,2236,V000000192,S.R THREAD & ACCESSORIES,,,9/9/2021,52613,SEWING THREAD 150/D FILAMENT,KG,"2,030.00",185.186206,2.18,"4,422.68"
Zipper,2236,V000000192,S.R THREAD & ACCESSORIES,,,9/9/2021,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"3,024.00",160.935515,1.89,"5,725.52"
Zipper,2236,V000000192,S.R THREAD & ACCESSORIES,,,9/9/2021,41500,POLYESTER YARN 300 D AIR (HIM),KG,"3,024.00",174.163359,2.05,"6,196.12"
Zipper,4878,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",135622020022,3/12/2022,41508,# 5  VISLON CORD,KG,227.8,2.45,2.45,558.11
Zipper,5780,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",135622020064,4/30/2022,41594,CZ#3 A/L SLIDER W/O CAP+N/P (FF),PCS,"197,408.00",0.0101,0.01,"1,993.82"
Zipper,6099,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209722020071,5/28/2022,41616,CZ# 3 A/L SLIDER WITH CAP+NORMAL PULLER FF. 660PC/KG,Pcs,"250,000.00",0.0147,0.01,"3,675.00"
Zipper,6099,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209722020071,5/28/2022,41560,CZ#3 BOTTOM STOPER,KG,75,6.1,6.1,457.5
Zipper,6099,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209722020071,5/28/2022,41554,CZ#5 A/L NORMAL PULLER (M.F) SLIDER,PCS,"500,000.00",0.0208,0.02,"10,400.00"
Zipper,6099,V000000021,"WENZHOU MUSE INTERNATIONAL TRADE  CO.,LTD","RM.1208, BUILDING NO 15, YUEHU TOWER, JIANGBIN WEST RD. WENZHOU, ZHEJIANG, CHINA",209722020071,5/28/2022,41561,CZ#5 TOP  STOPER,KG,50,6.1,6.1,305
Zipper,1896,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020153,8/17/2021,41517,# 5 ROSE GOLDEN COIL,KG,300,4.9,4.9,"1,470.00"
Zipper,1896,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020153,8/17/2021,41515,# 5 SILVER COIL,KG,500,4.8,4.8,"2,400.00"
Zipper,1896,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020153,8/17/2021,41519,# 5 GUN METAL COIL,KG,300,4.9,4.9,"1,470.00"
Zipper,2478,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721150312,9/23/2021,41515,# 5 SILVER COIL,KG,"1,982.30",4.7,4.7,"9,316.81"
Zipper,5189,V000000426,SAGOR TRADING,"HOUSE# 06,ROAD # 22, RUPNAGAR R/A,MIRPUR DHAKA",,3/28/2022,41003,# 5 Brass wire(3.9 x 0.9),Kg,120,"1,150.00",13.53,"1,623.53"
Zipper,1624,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020102,7/13/2021,41145,# 3(4.5) YG YKK LOGO (M.F) (MURKO TEETH),Pcs,"700,000.00",0.0244,0.02,"17,080.00"
Zipper,1624,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020102,7/13/2021,41109,# 3 YG (4.5 on body) YKK LOGO M/F (Y-TEETH),Pcs,"500,000.00",0.026,0.03,"13,000.00"
Zipper,1624,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020102,7/13/2021,41168,M/Z #3 YG (4.5) DUBBLE LOCK F.F. (MURKO),Pcs,"500,000.00",0.0203,0.02,"10,150.00"
Zipper,1624,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209721020102,7/13/2021,41110,#3 YG(4.5 ON BODY) FIZ LOGO FF (Y-TEETH),Pcs,"1,000,000.00",0.0217,0.02,"21,700.00"
Zipper,7508,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622020088,8/15/2022,41061,MZ #5 BOXPIN RIGHT INSERT (LHP) F.F,SET,"16,700.00",0.0055,0.01,91.85
Zipper,7508,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622020088,8/15/2022,41558,CZ#5 BOX PIN ( R.H.P ),SET,"3,400.00",0.0055,0.01,18.7
Zipper,7508,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622020088,8/15/2022,41557,CZ#5 BOX PIN ( L.H.P ),SET,"29,500.00",0.0055,0.01,162.25
Zipper,12770,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209723020024,4/3/2023,41100,# 3 YG (4.5 on body) F.F (Y-TEETH) Without Logo,Pcs,"1,565,466.00",0.0207,0.02,"32,405.15"
Zipper,12770,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",209723020024,4/3/2023,41109,# 3 YG (4.5 on body) YKK LOGO M/F (Y-TEETH),Pcs,"439,966.00",0.024,0.02,"10,559.18"
Zipper,5292,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622150066,4/3/2022,41517,# 5 ROSE GOLDEN COIL,KG,100,9,9,900
Zipper,5626,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622020088,4/21/2022,41061,MZ #5 BOXPIN RIGHT INSERT (LHP) F.F,SET,"103,854.00",0.0055,0.01,571.2
Zipper,11099,V000000120,GRX GARMENT(HK) CO. LTD.,"1B-030 ,PHASE 2,HUANAN INTERNATIONAL LEATHER AND LEATHER ACCESSORIES LOGISTICS ZONE, NO.1 HUANAN DADAO ,HEHUA COMMUNITY, PINGHU STREET,LONGGANG DISTRICT,SHENZHEN CHINA",135622230082,1/23/2023,41107,#3 YG (4.5 on body) D/LOCK F.F (SQUERE PULAR) (Y-TEETH),Pcs,"100,000.00",0.0232,0.02,"2,320.00"
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52607,SEWING THREAD 40/3 RAW WHITE,KG,"4,000.00",2.46,2.46,"9,840.00"
Sewing Thread,3112,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020242,11/4/2021,52604,SEWING THREAD 40/2 RAW WHITE,KG,"19,000.00",2.46,2.46,"46,740.00"
Zipper,3905,V000000227,YI JINN INDUSTRIAL CO. LTD.,,135621020263,12/29/2021,41500,POLYESTER YARN 300 D AIR (HIM),KG,"11,304.00",1.85,1.85,"20,912.40"
Zipper,3905,V000000227,YI JINN INDUSTRIAL CO. LTD.,,135621020263,12/29/2021,41501,POLYESTER YARN 300 D WOOLY(NIM),KG,"11,340.00",1.85,1.85,"20,979.00"
Chemical,8056,V000000384,R INTERNATIONAL,"R#1402, BLDG 5, FANHAI INTERNATIONAL CBD, NO.62, ZHUJIAN RD, WUHAN , HUBEI, CHINA",,9/12/2022,40765,TERASIL UNIVADINE DP,KG,50,170,2,100
Sewing Thread,2113,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020164,9/1/2021,52610,SEWING THREAD 20/3 RAW WHITE,KG,"5,000.00",2,2,"10,000.00"
Sewing Thread,3113,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020239,11/4/2021,52604,SEWING THREAD 40/2 RAW WHITE,KG,"25,000.00",2.53,2.53,"63,250.00"
Sewing Thread,3113,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621020239,11/4/2021,52601,SEWING THREAD 50/2 RAW WHITE,KG,"25,000.00",2.81,2.81,"70,250.00"
Sewing Thread,620,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621230004,4/17/2021,52604,SEWING THREAD 40/2 RAW WHITE,KG,"10,000.00",2.52,2.52,"25,200.00"
Sewing Thread,620,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621230004,4/17/2021,52610,SEWING THREAD 20/3 RAW WHITE,KG,"8,000.00",2.13,2.13,"17,040.00"
Sewing Thread,620,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621230004,4/17/2021,52609,SEWING THREAD 20/2 RAW WHITE,KG,"5,000.00",2.13,2.13,"10,650.00"
Sewing Thread,620,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",135621230004,4/17/2021,52615,SEWING THREAD 30/3 RAW WHITE,KG,"2,000.00",2.32,2.32,"4,640.00"
Sewing Thread,1831,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020128,8/12/2021,52601,SEWING THREAD 50/2 RAW WHITE,KG,"18,000.00",2.68,2.68,"48,240.00"
Sewing Thread,1831,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020128,8/12/2021,52607,SEWING THREAD 40/3 RAW WHITE,KG,"7,000.00",2.4,2.4,"16,800.00"
Sewing Thread,2099,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020164,8/31/2021,52609,SEWING THREAD 20/2 RAW WHITE,KG,"12,500.00",2,2,"25,000.00"
Sewing Thread,2099,V000000117,NINGBO S. DERONS IMPORT & EXPORT CO. LTD.,"Technology Park, Jiangshan Town, Yinzhou District,Ningbo",209721020164,8/31/2021,52610,SEWING THREAD 20/3 RAW WHITE,KG,"7,500.00",2,2,"15,000.00"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,60827,PLASTIC WASHER 10 MM FOR EYELET,Gross,"20,000.00",0.082,0.08,"1,640.00"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40736,S.S SPRINNG TYPE POST 12.5MM (CHINA QUALITY),Gross,"2,777.80",0.354,0.35,983.34
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40834,BRASS SPRING  SNAP BUTTON CAP SHANK 10MM,Gross,"1,500.00",0.475,0.48,712.5
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40283,S.S EYEHOLE SHANK 19 MM (China Quality),Gross,"4,839.00",0.44,0.44,"2,129.16"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40291,S.S RIVET SHANK 9.5 MM (China Quality),Gross,"24,450.00",0.12,0.12,"2,934.00"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40221,PLASTIC WASHER 15 MM FOR EYELET,Gross,"1,000.00",0.09,0.09,90
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40254,NORMAL SHANK BUTTON SCREW,Gross,"135,975.00",0.169,0.17,"22,979.78"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40287,S.S NORMAL SHANK16mm (China Quality),Gross,"4,952.00",0.33,0.33,"1,634.16"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40224,PLASTIC WASHER 11 MM FOR EYELET,Gross,"15,000.00",0.082,0.08,"1,230.00"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40204,S.S NORMAL SHANK19mm (China Quality),Gross,"7,840.00",0.39,0.39,"3,057.60"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40288,S.S RIVET SHANK 7 MM (China Quality),Gross,965,0.11,0.11,106.15
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40833,BRASS SPRING  SNAP BUTTON POST 10MM,Gross,"1,500.00",0.475,0.48,712.5
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,60509,PLASTIC WASHER 12 MM FOR EYELET,Gross,"3,000.00",0.085,0.09,255
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40253,ALLUMINIUM EYEHOLE SHANK BUTTON SCREW,Gross,"44,192.00",0.168,0.17,"7,424.26"
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40734,S.S SPRINNG TYPE SOCKET 12.5MM (CHINA QUALITY),Gross,"2,777.80",0.354,0.35,983.34
Button,9574,V000000646,"FOSHAN JIANAN HARDWARE CO, LTD.","108,HOUSE#06,NO.6, COMMERCIAL STATE ZHOUBIAN 528100 SANSHUI DRISTRIC , FOSHAN, GUANGDONG ,CHINA.",135622230073,11/11/2022,40832,BRASS SPRING  SNAP BUTTON STUD 10MM,Gross,"1,500.00",0.475,0.48,712.5
Chemical,41,V000000044,SONALI PAPER AND STATIONARY,,,2/9/2021,C0000016,Magazine File,PCS,2,30,0.35,0.71
Chemical,41,V000000044,SONALI PAPER AND STATIONARY,,,2/9/2021,C0000014,Ring File (Big),PCS,22,68.636364,0.81,17.76
Chemical,5822,V000000044,SONALI PAPER AND STATIONARY,,,5/11/2022,C0000014,Ring File (Big),PCS,10,95,1.12,11.18
Chemical,6240,V000000044,SONALI PAPER AND STATIONARY,,,6/4/2022,C0000014,Ring File (Big),PCS,10,95,1.12,11.18
Chemical,9533,V000000044,SONALI PAPER AND STATIONARY,,,11/9/2022,C0000014,Ring File (Big),PCS,10,95,1.12,11.18
Chemical,11119,V000000044,SONALI PAPER AND STATIONARY,,,1/24/2023,C0000014,Ring File (Big),PCS,12,105,1.24,14.82
Chemical,12256,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,3/14/2023,C0000046,SAMPLE CARD,PCS,"3,000.00",5.95,0.07,210
Chemical,12442,V000000044,SONALI PAPER AND STATIONARY,,,3/21/2023,C0000014,Ring File (Big),PCS,4,105,1.24,4.94
Chemical,938,V000000044,SONALI PAPER AND STATIONARY,,,5/20/2021,C0000014,Ring File (Big),PCS,10,80,0.94,9.41
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000077,TRAVELLING CARD,PCS,"1,400.00",2.7,0.03,44.47
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000092,PACKING SLIP BOOK (ZIPPER),PCS,68,120,1.41,96
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000043,Requisition Slip Book,PCS,20,85,1,20
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000087,LAB-DIP CARD (SEWING),PCS,"1,200.00",8,0.09,112.94
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000096,DYEING ORDER SUBMIT SHEET,PCS,90,167,1.96,176.82
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000085,DYEING RECEIPT SHEET,PCS,90,90,1.06,95.29
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000008,"Goods Gate Pass Book(AUTO CARBON, 4 PAGE)",PCS,20,65,0.76,15.29
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000009,Man Gate Pass Book,PCS,172,0,0,0
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000109,BATCH CARD,PCS,"1,120.00",13,0.15,171.29
Chemical,1699,V000000277,FAMOUS PRINTERS,"10/10 ARAMBAG(BESIDE CONTINANTIAL HEAD OFFICE),MOTIJHEEL ,DHAKA-1000.",,7/18/2021,C0000086,LAB-DIP SUBMISSION (A4),PCS,"1,825.00",4,0.05,85.88
